FIPS,cntyName.ihme2,obsty_male_2011,obsty_female_2011,phys_act_male_2011,phys_act_female_2011
37181,"Vance, NC",43.01,51.08,48.79,39.7
37183,"Wake, NC",31,33.44,58.2,50.15
37185,"Warren, NC",42.44,52.54,46.99,38.91
37187,"Washington, NC",40.93,51.72,48.87,42.54
37189,"Watauga, NC",27.95,33.37,57.91,54.2
37191,"Wayne, NC",37.69,45.61,46.4,39.59
37193,"Wilkes, NC",35.37,40.54,49.62,44.68
37195,"Wilson, NC",39.36,48.49,41.75,39.02
37197,"Yadkin, NC",37.6,40.4,48.49,47.36
37199,"Yancey, NC",33.52,35.31,55.88,48.47
38001,"Adams, ND",32.21,31.89,57.57,57.12
38003,"Barnes, ND",36.92,35.29,56.65,54.25
38005,"Benson, ND",39.54,47.75,50.22,47.7
38007,"Billings, ND",35.73,35.46,57.59,57.31
38009,"Bottineau, ND",36.61,35.98,54.9,53.13
38011,"Bowman, ND",34.64,34.19,55.53,55.68
38013,"Burke, ND",38.88,35.71,57.07,54.71
38015,"Burleigh, ND",34.25,32.18,56.85,52.96
38017,"Cass, ND",35.25,34.05,54.38,54.15
38019,"Cavalier, ND",36.1,35.06,54.8,53.48
38021,"Dickey, ND",36.13,35.31,54.16,53.63
38023,"Divide, ND",38.17,35.92,56.3,54.49
38025,"Dunn, ND",36.26,37.49,55.6,54.22
38027,"Eddy, ND",35.61,35.18,53.97,52.13
38029,"Emmons, ND",38.5,38.12,49.58,48.69
38031,"Foster, ND",34.85,33.45,56.71,55.32
38033,"Golden Valley, ND",35.91,35.61,58.14,57.86
38035,"Grand Forks, ND",37.76,36.22,57.7,53.96
38037,"Grant, ND",36.25,37.53,53.75,53.3
38039,"Griggs, ND",36.1,34.87,55.47,54.51
38041,"Hettinger, ND",35.04,35.42,53.41,53.09
38043,"Kidder, ND",38.12,37.82,48.78,48.36
38045,"LaMoure, ND",36.43,35.26,55.64,54.97
38047,"Logan, ND",40.66,40.63,47.05,46.26
38049,"McHenry, ND",37.94,37.03,54.73,52.08
38051,"McIntosh, ND",39.96,40.32,44.14,44.34
38053,"McKenzie, ND",37.39,39.25,56.18,53.43
38055,"McLean, ND",37.44,36.7,55.85,53.36
38057,"Mercer, ND",37.3,36.73,54.13,52.63
38059,"Morton, ND",38.16,37.17,50.44,53.03
38061,"Mountrail, ND",38.24,40.54,56.81,52.2
38063,"Nelson, ND",37.71,36.51,56.86,55.3
38065,"Oliver, ND",36.34,35.24,53.25,52.48
38067,"Pembina, ND",35.93,35.06,57.73,55.2
38069,"Pierce, ND",37.95,37.5,53.36,50.04
38071,"Ramsey, ND",35.36,35.34,54.25,51.82
38073,"Ransom, ND",36.13,33.93,54.68,54.51
38075,"Renville, ND",36.41,34.37,57.97,54.43
38077,"Richland, ND",38.38,35.36,51.05,54.01
38079,"Rolette, ND",37.58,50.99,50.97,47.08
38081,"Sargent, ND",38.04,36.27,54.91,54.38
38083,"Sheridan, ND",36.51,36.54,50.62,49.93
38085,"Sioux, ND",40.59,55.13,48.24,43.98
38087,"Slope, ND",36.89,36.77,55.09,56.06
38089,"Stark, ND",36.46,37.2,50.35,53.34
38091,"Steele, ND",39.05,36.78,56.44,54.82
38093,"Stutsman, ND",37.16,35.82,48.29,51.99
38095,"Towner, ND",36.86,36.25,57.51,55.09
38097,"Traill, ND",39.07,36.15,56.28,55.44
38099,"Walsh, ND",37.75,37.03,53.45,50.62
38101,"Ward, ND",36.6,34.31,48.36,50.5
38103,"Wells, ND",36.49,35.71,54.13,52.29
38105,"Williams, ND",38.73,35.06,49.31,49.97
39001,"Adams, OH",40.92,42.7,45.43,45.26
39003,"Allen, OH",43.44,44.89,50.55,45.22
39005,"Ashland, OH",38.96,37.5,53.78,51.86
39007,"Ashtabula, OH",35.79,40.72,54.57,52.97
39009,"Athens, OH",37.73,40.92,51.94,53.78
39011,"Auglaize, OH",39,38.86,52.74,46.8
39013,"Belmont, OH",37.6,40.8,51.86,44.32
39015,"Brown, OH",40.58,40.21,49.94,45.31
39017,"Butler, OH",37.45,35.86,57.08,53.34
39019,"Carroll, OH",40.31,40.58,53.39,46.08
39021,"Champaign, OH",39.06,39.22,55.13,46.13
39023,"Clark, OH",36.3,40.7,53.48,48.06
39025,"Clermont, OH",37.3,35.83,56.08,48.7
39027,"Clinton, OH",36.42,36.07,53.77,50.07
39029,"Columbiana, OH",39.46,43,51.18,46.95
39031,"Coshocton, OH",38.11,40.49,54.76,49.85
39033,"Crawford, OH",39.47,41.88,49.48,44.58
39035,"Cuyahoga, OH",33.28,37.46,56.99,50.9
39037,"Darke, OH",37.5,40.58,49.72,47.36
39039,"Defiance, OH",36.9,37.37,55.77,50.1
39041,"Delaware, OH",34.55,30.03,62.15,55.97
39043,"Erie, OH",36.67,39.52,54.18,50.76
39045,"Fairfield, OH",39.17,39.77,57.61,51.05
39047,"Fayette, OH",37.96,41.08,47,42.61
39049,"Franklin, OH",35.82,39.52,54.65,50.6
39051,"Fulton, OH",38.87,37.52,51.33,57.88
39053,"Gallia, OH",39.08,41.23,48.71,40.62
39055,"Geauga, OH",32.64,33.6,59.54,57.1
39057,"Greene, OH",33.06,34.84,61.33,52.92
39059,"Guernsey, OH",37.54,41.6,52.09,48.76
39061,"Hamilton, OH",32.71,38.09,54.05,51.38
39063,"Hancock, OH",38.28,38.44,55.73,49.33
39065,"Hardin, OH",41.43,40.86,48.55,47.03
39067,"Harrison, OH",39.05,41.8,56.2,43.96
39069,"Henry, OH",39.5,38.44,51.57,54.56
39071,"Highland, OH",37.95,41.39,46.5,45.11
39073,"Hocking, OH",39.36,42.31,53.65,50.48
39075,"Holmes, OH",46.43,46.47,33.67,32.63
39077,"Huron, OH",37.66,41.55,51.96,46.47
39079,"Jackson, OH",40.89,45.41,49.86,40.16
39081,"Jefferson, OH",41.26,40.2,54.62,43.53
39083,"Knox, OH",36,37.84,52.91,52.76
39085,"Lake, OH",35.08,33.17,62.08,55.04
39087,"Lawrence, OH",44.61,43.7,50.49,44.6
39089,"Licking, OH",38.58,38.67,55.34,52.31
39091,"Logan, OH",40.24,39.76,51.78,45.63
39093,"Lorain, OH",38.04,39.03,52.38,55.36
39095,"Lucas, OH",38.91,42.15,55.07,53.64
39097,"Madison, OH",39.2,39.13,54.81,43.26
39099,"Mahoning, OH",36.5,36.94,59.29,48.51
39101,"Marion, OH",38.68,41.3,48.17,45.69
39103,"Medina, OH",35.26,33.15,62.55,57.89
39105,"Meigs, OH",40.23,42.94,49.23,46.1
39107,"Mercer, OH",36.51,36.18,54.25,49.56
39109,"Miami, OH",37.13,37.76,54.32,50.55
39111,"Monroe, OH",40.19,43.18,54.24,45.98
39113,"Montgomery, OH",36.76,38.97,56.54,52.01
39115,"Morgan, OH",39.28,42.39,52.01,46.81
39117,"Morrow, OH",38.07,41.62,49.89,49.85
39119,"Muskingum, OH",35.59,41.96,53.7,48.96
39121,"Noble, OH",42.68,44.4,46.91,43.66
39123,"Ottawa, OH",40.41,40.72,55.03,53.29
39125,"Paulding, OH",37.98,40.28,51.87,48.19
39127,"Perry, OH",38.76,43.67,50.76,48.72
39129,"Pickaway, OH",41.43,42.66,46.31,42.64
39131,"Pike, OH",38.88,46.14,49.62,41.99
39133,"Portage, OH",37.11,36.16,63.6,53.25
39135,"Preble, OH",37.06,37.99,50.86,48.15
39137,"Putnam, OH",39.35,37.82,54.45,50.89
39139,"Richland, OH",38.46,41.78,53.45,44.9
39141,"Ross, OH",36.63,44.72,51.64,42.74
39143,"Sandusky, OH",38.35,43,50.19,49.85
39145,"Scioto, OH",42.57,44.29,52.01,48.4
39147,"Seneca, OH",37.89,41.1,51.68,45
39149,"Shelby, OH",37.27,38.64,53.97,47.43
39151,"Stark, OH",38.75,39.53,56.37,52.53
39153,"Summit, OH",35.79,35.7,58.41,52.35
39155,"Trumbull, OH",35.76,39,59.19,48.96
39157,"Tuscarawas, OH",40.34,40.08,56.47,51.1
39159,"Union, OH",40.33,37.28,58.78,49.33
39161,"Van Wert, OH",37.06,39.64,56.77,47.49
39163,"Vinton, OH",39.72,45.84,45.85,42.58
39165,"Warren, OH",35.55,30.77,56.79,57.56
39167,"Washington, OH",41.46,37.35,56.05,49.01
39169,"Wayne, OH",38.7,36.35,51.15,50.51
39171,"Williams, OH",37.19,36.65,56.48,57.47
39173,"Wood, OH",38.4,39.19,57.76,54.95
39175,"Wyandot, OH",38.95,38.4,52.89,46.39
40001,"Adair, OK",40.94,45.88,44.21,42.53
40003,"Alfalfa, OK",37.74,39.34,51.64,48.46
40005,"Atoka, OK",39.58,41.84,52.23,47.4
40007,"Beaver, OK",36.88,36.91,51.99,50.8
40009,"Beckham, OK",38.28,37.92,51.05,50.28
40011,"Blaine, OK",40.67,39.18,45.93,44.02
40013,"Bryan, OK",38.79,38.68,54.04,44.13
40015,"Caddo, OK",40.72,42.62,50.26,43.66
40017,"Canadian, OK",37.15,35.97,47.52,47.97
40019,"Carter, OK",37.96,39.09,45.65,48.45
40021,"Cherokee, OK",39.49,43.1,52.68,46.06
40023,"Choctaw, OK",39.52,42.63,46.36,43.88
40025,"Cimarron, OK",38.51,40.23,49.57,47.21
40027,"Cleveland, OK",37.26,36.81,55.83,50.06
40029,"Coal, OK",41.89,44.43,47.99,44.35
40031,"Comanche, OK",36.62,42.74,53.53,49.08
40033,"Cotton, OK",38.76,41.38,52.85,48.59
40035,"Craig, OK",40.48,44.95,48.27,43.4
40037,"Creek, OK",37.95,42.73,49.08,46.14
40039,"Custer, OK",37.72,38.1,53.36,50.03
40041,"Delaware, OK",40.41,41.08,51.2,44.74
40043,"Dewey, OK",37.51,37.34,53.87,52.45
40045,"Ellis, OK",34.84,34.84,54.31,54.22
40047,"Garfield, OK",37.77,39.57,52.62,47.71
40049,"Garvin, OK",40.94,39.5,47.1,48.82
40051,"Grady, OK",40.22,43.83,54.39,45.82
40053,"Grant, OK",39.05,39.49,54.99,52.11
40055,"Greer, OK",38.04,41.07,48.14,45.65
40057,"Harmon, OK",38.45,43.59,48.37,47.54
40059,"Harper, OK",36.28,36.44,53.83,51.78
40061,"Haskell, OK",40.9,42.57,45.81,42.12
40063,"Hughes, OK",44.23,45.7,45.51,41.92
40065,"Jackson, OK",34.78,40.83,51.57,48.42
40067,"Jefferson, OK",38.93,41.31,47.71,45.2
40069,"Johnston, OK",40.45,40.93,50.28,46.67
40071,"Kay, OK",39.63,41.85,47.44,47.66
40073,"Kingfisher, OK",38.69,37.44,52.36,44.98
40075,"Kiowa, OK",37.72,40.52,53.15,49.58
40077,"Latimer, OK",38.06,39.9,50.84,47.61
40079,"Le Flore, OK",37.92,39.81,48.32,45.09
40081,"Lincoln, OK",37.83,41.77,43.94,42.08
40083,"Logan, OK",40.33,41.02,49.51,47.79
40085,"Love, OK",37.89,38.98,52.05,49.38
40087,"McClain, OK",38.84,39.13,54.69,48.75
40089,"McCurtain, OK",40.65,43.28,44.16,44.01
40091,"McIntosh, OK",41.34,42.01,48.09,47.75
40093,"Major, OK",37.46,36.78,53.72,50.07
40095,"Marshall, OK",39.99,39.96,47.17,47.43
40097,"Mayes, OK",40.92,42.2,50.82,45.9
40099,"Murray, OK",43.35,40.84,48.21,46.7
40101,"Muskogee, OK",36.23,42.25,47.39,42.7
40103,"Noble, OK",39.27,40.11,52.76,47.6
40105,"Nowata, OK",39.56,44.97,48.56,44.73
40107,"Okfuskee, OK",41.38,46.2,46.59,43.16
40109,"Oklahoma, OK",35.96,38,49.12,44.28
40111,"Okmulgee, OK",38.18,42.41,49.03,46.84
40113,"Osage, OK",37.93,43.87,49.9,46.2
40115,"Ottawa, OK",38.56,44.34,47.19,49.93
40117,"Pawnee, OK",37.43,41.41,48.29,48.01
40119,"Payne, OK",36.43,36.34,51.37,50.57
40121,"Pittsburg, OK",40.86,40.2,50.84,47.11
40123,"Pontotoc, OK",40.27,41.39,50.93,46.8
40125,"Pottawatomie, OK",40.41,43.01,49.17,43.71
40127,"Pushmataha, OK",40.03,42.32,47.16,46.19
40129,"Roger Mills, OK",36.3,36.25,55.06,55.27
40131,"Rogers, OK",36.8,39.39,50.52,47.98
40133,"Seminole, OK",43.43,43.58,42.59,42.59
40135,"Sequoyah, OK",39.83,42.46,48.18,38.62
40137,"Stephens, OK",37.09,38.41,52.59,46.21
40139,"Texas, OK",37.07,39,49.9,41.89
40141,"Tillman, OK",38.46,44.33,48.45,44.9
40143,"Tulsa, OK",34.04,37.33,52.61,48.51
40145,"Wagoner, OK",37.1,38.8,51.38,47.12
40147,"Washington, OK",35.84,39.3,50.79,50.9
40149,"Washita, OK",39.38,37.46,52.51,51.69
40151,"Woods, OK",35.77,36.81,56.41,52.43
40153,"Woodward, OK",36.44,36.22,50.24,51.1
41001,"Baker, OR",35.73,35.25,59.29,55.92
41003,"Benton, OR",31.81,31.87,62.83,69.06
41005,"Clackamas, OR",35.02,31.48,63.02,65.5
41007,"Clatsop, OR",35.52,35,62.29,59.44
41009,"Columbia, OR",38.23,37.43,57,58.23
41011,"Coos, OR",36.84,41.52,66.09,60.58
41013,"Crook, OR",35.1,35.8,56.99,61.19
41015,"Curry, OR",36.84,36.71,61.14,63.15
41017,"Deschutes, OR",27.35,28.46,66.88,68.34
41019,"Douglas, OR",35.25,40.97,61.7,58.83
41021,"Gilliam, OR",39.39,36.7,56.8,56.58
41023,"Grant, OR",34.88,34.88,59.67,59.92
41025,"Harney, OR",34.97,35.15,60.58,60.21
41027,"Hood River, OR",34.77,35.55,60.06,59.04
41029,"Jackson, OR",31.84,32.34,64.99,65.62
41031,"Jefferson, OR",35.41,41.94,57.32,58.09
41033,"Josephine, OR",36.04,36.58,66.38,60.82
41035,"Klamath, OR",31.48,37.16,62.82,60.49
41037,"Lake, OR",33.33,35.16,60.87,59.89
41039,"Lane, OR",33,33.89,70.48,64.18
41041,"Lincoln, OR",35.95,38.04,59.32,63.34
41043,"Linn, OR",34.79,38.52,56.26,59.32
41045,"Malheur, OR",35.68,38.9,57.46,52.48
41047,"Marion, OR",36.2,40.18,60.09,58.43
41049,"Morrow, OR",40.34,40.64,54.02,52.46
41051,"Multnomah, OR",27.72,32.18,64.16,63.8
41053,"Polk, OR",38.81,39.25,59.3,60.03
41055,"Sherman, OR",39.27,36.78,58.87,58.44
41057,"Tillamook, OR",37.05,35.8,59.1,59.23
41059,"Umatilla, OR",39.7,43.18,56.52,54.84
41061,"Union, OR",35.61,35.62,61.56,57.84
41063,"Wallowa, OR",35.07,35.5,62.37,58.25
41065,"Wasco, OR",40.04,39.99,57.66,55.39
41067,"Washington, OR",31.95,31.93,64.23,61.57
41069,"Wheeler, OR",35.56,35.63,56.58,59.72
41071,"Yamhill, OR",37.44,36.31,56.34,59.78
42001,"Adams, PA",36.73,37.76,58.36,51.38
42003,"Allegheny, PA",35.47,35.46,57.32,52.15
42005,"Armstrong, PA",39.03,38.31,56.27,49.15
42007,"Beaver, PA",38.43,40.8,55.77,48.31
42009,"Bedford, PA",40.81,40.5,54.42,48.15
42011,"Berks, PA",36.15,37.5,54.07,53.98
42013,"Blair, PA",38.3,42.8,53.42,53.3
42015,"Bradford, PA",36.78,41.33,56.1,54.24
42017,"Bucks, PA",32.55,30.4,55.12,54.84
42019,"Butler, PA",36.22,36.21,60.85,53.09
42021,"Cambria, PA",42.1,42.36,56.27,45.35
42023,"Cameron, PA",39.14,40.02,54.97,50.79
42025,"Carbon, PA",37.75,39.6,55.02,46.37
42027,"Centre, PA",32.39,37.57,63.95,51.48
42029,"Chester, PA",31.82,29.46,64.44,60.03
42031,"Clarion, PA",37.59,38.31,54.48,50.5
42033,"Clearfield, PA",38.29,40.04,55.61,50.82
42035,"Clinton, PA",37.42,41.21,55.75,47.74
42037,"Columbia, PA",38.5,42.38,55.65,44.95
42039,"Crawford, PA",33.88,40.01,59.19,48.13
42041,"Cumberland, PA",34.31,33.74,63.73,55.19
42043,"Dauphin, PA",35.86,42.68,51.12,53.53
42045,"Delaware, PA",32.89,34.04,58.73,54.62
42047,"Elk, PA",36.56,36.74,55.49,52.83
42049,"Erie, PA",34.04,39.61,53.96,48.63
42051,"Fayette, PA",41.16,42.9,53.65,41.43
42053,"Forest, PA",39.36,42.25,50.34,45.94
42055,"Franklin, PA",38.49,39.75,52.16,49.19
42057,"Fulton, PA",39.77,41.44,51.55,50.71
42059,"Greene, PA",39.28,44.22,53.63,42.77
42061,"Huntingdon, PA",37.37,39.77,53.22,51.57
42063,"Indiana, PA",37.59,38.14,57.69,49.4
42065,"Jefferson, PA",36.66,37.11,52.95,48.93
42067,"Juniata, PA",39.43,43.84,50.84,48.13
42069,"Lackawanna, PA",33.73,34.93,54.83,53.01
42071,"Lancaster, PA",35.72,39.38,51.11,52.27
42073,"Lawrence, PA",37.92,39.36,56.44,47.09
42075,"Lebanon, PA",39.41,39.48,56.72,52.24
42077,"Lehigh, PA",34.32,37.3,56.36,51.4
42079,"Luzerne, PA",37.69,37.09,55.83,47.6
42081,"Lycoming, PA",36.92,40.86,54.28,47.83
42083,"McKean, PA",37.78,36.61,54.26,53.18
42085,"Mercer, PA",37.04,39.07,54.69,47.71
42087,"Mifflin, PA",39.79,41.57,50.03,46.72
42089,"Monroe, PA",35.23,36.82,56.25,52.51
42091,"Montgomery, PA",30.71,29.99,61.2,58.08
42093,"Montour, PA",25.2,30.65,58.51,47.5
42095,"Northampton, PA",35.98,37.5,57.58,50.77
42097,"Northumberland, PA",40.67,43.04,50.36,45.15
42099,"Perry, PA",36.68,43.3,54.57,52.18
42101,"Philadelphia, PA",32.66,43.93,49.44,43.81
42103,"Pike, PA",36.64,36.11,57.09,54.1
42105,"Potter, PA",37.64,39.96,56.77,53.64
42107,"Schuylkill, PA",39.18,41.37,52.53,47.45
42109,"Snyder, PA",39.99,41.56,49.74,47.55
42111,"Somerset, PA",39.16,43.67,53.6,46.57
42113,"Sullivan, PA",38.27,41.58,53.66,51.22
42115,"Susquehanna, PA",37.25,39.26,53.87,55.79
42117,"Tioga, PA",37.91,41.1,59.22,51.86
42119,"Union, PA",35.45,39.25,51.49,48
42121,"Venango, PA",36.49,40.43,54.14,49.7
42123,"Warren, PA",36.27,37.94,56.32,54.01
42125,"Washington, PA",39.35,38.12,57.25,47.92
42127,"Wayne, PA",35.91,36.69,55.64,52.72
42129,"Westmoreland, PA",36.26,35.15,60.23,53.64
42131,"Wyoming, PA",36.74,40.68,53.94,53.77
42133,"York, PA",39.31,38.7,54.9,53.53
44001,"Bristol, RI",30.28,27.26,55.6,59.07
44003,"Kent, RI",33.77,33.43,54.53,51.21
44005,"Newport, RI",29.37,27.29,62.35,58.9
44007,"Providence, RI",33.92,36.16,52.32,46.18
44009,"Washington, RI",29.98,27.79,61.46,62.37
45001,"Abbeville, SC",38.54,42.5,56.88,44
45003,"Aiken, SC",37.91,42.23,56.63,49.77
45005,"Allendale, SC",43.17,57.95,47.43,34.54
45007,"Anderson, SC",35.38,38.2,48.61,47.09
45009,"Bamberg, SC",41.55,54.15,46.83,39.48
45011,"Barnwell, SC",41.99,48.71,52.48,42.02
45013,"Beaufort, SC",29.7,28.33,69.95,64.37
45015,"Berkeley, SC",37.45,48.56,53.68,45.56
45017,"Calhoun, SC",39.14,47.52,48.93,43.94
45019,"Charleston, SC",30.27,36.39,56.54,53.09
45021,"Cherokee, SC",35.18,43.78,50.51,37.29
45023,"Chester, SC",39.79,46.4,48.16,42.96
45025,"Chesterfield, SC",36.74,44.67,54.44,43.21
45027,"Clarendon, SC",41.01,51.96,51.69,42.04
45029,"Colleton, SC",38.28,49.57,54.72,45.06
45031,"Darlington, SC",34.27,47.03,54.03,46.48
45033,"Dillon, SC",41.3,52.62,42.05,35.29
45035,"Dorchester, SC",36.39,37.85,58.09,52.66
45037,"Edgefield, SC",40.83,47,52.77,44.32
45039,"Fairfield, SC",40.91,49.96,46.63,43.68
45041,"Florence, SC",34.86,46.53,51.05,49.57
45043,"Georgetown, SC",35.55,42.95,58.76,51.57
45045,"Greenville, SC",34.36,35.44,55.68,52.28
45047,"Greenwood, SC",38.83,41.96,54.77,47.32
45049,"Hampton, SC",42.23,51.19,47.71,41.67
45051,"Horry, SC",36.57,36.66,59.17,55.15
45053,"Jasper, SC",40.25,51.21,56.42,47.04
45055,"Kershaw, SC",33.8,42.04,54.85,47.88
45057,"Lancaster, SC",36.99,41.68,55.01,49.59
45059,"Laurens, SC",39.96,46.31,54.9,42.36
45061,"Lee, SC",39.21,56.05,44.46,39.1
45063,"Lexington, SC",35.26,39.35,54.38,49.1
45065,"McCormick, SC",41.29,48.76,51.08,43.02
45067,"Marion, SC",37.03,51.08,41.72,45.47
45069,"Marlboro, SC",40.79,54.27,49.95,35.14
45071,"Newberry, SC",41.08,45.4,49.4,41.88
45073,"Oconee, SC",36.01,38.14,56.59,53.98
45075,"Orangeburg, SC",39.35,52.29,55.49,46.1
45077,"Pickens, SC",33.9,34.91,58.28,53.06
45079,"Richland, SC",33.32,41.21,53.69,50.4
45081,"Saluda, SC",39.08,42.5,50.59,44.38
45083,"Spartanburg, SC",32.87,36.94,54.17,44.48
45085,"Sumter, SC",37.7,46.36,52.83,42.55
45087,"Union, SC",40.3,45.33,50.93,36.62
45089,"Williamsburg, SC",40.65,55.08,46.48,39.89
45091,"York, SC",34.59,36.85,60.96,51.28
46003,"Aurora, SD",37.91,36.16,55.78,54.86
46005,"Beadle, SD",40.74,35.53,48.53,51.86
46007,"Bennett, SD",37.2,47.96,50.59,47.64
46009,"Bon Homme, SD",37.67,36.84,52.96,52.1
46011,"Brookings, SD",33.28,33.42,58.36,53.38
46013,"Brown, SD",35.13,35.53,56.01,51.8
46015,"Brule, SD",35.64,36.1,56.08,54.99
46017,"Buffalo, SD",38.32,53.61,49.86,43.81
46019,"Butte, SD",35.32,35.99,54.75,51.01
46021,"Campbell, SD",38.48,37.72,52.35,52.21
46023,"Charles Mix, SD",37.07,41.9,52.18,51.08
46025,"Clark, SD",37.15,35.32,52.09,53.15
46027,"Clay, SD",37,35.18,55.12,55.77
46029,"Codington, SD",35.39,34.5,49.94,54.89
46031,"Corson, SD",37.46,49.23,53.29,49.78
46033,"Custer, SD",35.32,33.94,56.88,57.92
46035,"Davison, SD",40.28,35.67,49.97,51.71
46037,"Day, SD",36.17,37.64,54.4,53.07
46039,"Deuel, SD",36.77,36.08,51.21,51.68
46041,"Dewey, SD",41,53.21,48.76,43.71
46043,"Douglas, SD",40.85,38.9,45.73,45.58
46045,"Edmunds, SD",36.95,36.57,52.7,52.19
46047,"Fall River, SD",35.21,35.6,56.57,55.43
46049,"Faulk, SD",37.85,37.62,53.05,52.64
46051,"Grant, SD",37.42,36.55,53.82,52.57
46053,"Gregory, SD",36.17,37.59,54.36,53.94
46055,"Haakon, SD",33.16,32.56,58.47,57.34
46057,"Hamlin, SD",36.5,36.18,52.92,53.71
46059,"Hand, SD",37.42,34.88,53.82,54.23
46061,"Hanson, SD",38.76,35.89,54.18,53.48
46063,"Harding, SD",37.02,37.48,55.11,54.84
46065,"Hughes, SD",35.96,36.13,58.31,51.55
46067,"Hutchinson, SD",38.96,37.39,49.41,49.09
46069,"Hyde, SD",38.09,38.34,54.82,52.75
46071,"Jackson, SD",38.37,46.55,53.27,50.57
46073,"Jerauld, SD",37.04,35.66,51.49,52.2
46075,"Jones, SD",36.64,36.48,57.26,55.89
46077,"Kingsbury, SD",36.4,34.31,53.33,54.14
46079,"Lake, SD",34.99,33.51,55.02,53.88
46081,"Lawrence, SD",32.62,30.53,56.69,54.68
46083,"Lincoln, SD",34.43,33.34,50.11,52.41
46085,"Lyman, SD",38.02,43.64,54.19,51.27
46087,"McCook, SD",35.82,34.22,57.32,56.17
46089,"McPherson, SD",39.7,40.76,44.3,43.94
46091,"Marshall, SD",37.16,38.24,53.58,52.24
46093,"Meade, SD",33.55,34.4,51.17,54.55
46095,"Mellette, SD",38.86,49.06,51.22,48.85
46097,"Miner, SD",34.67,33.76,55.62,55.1
46099,"Minnehaha, SD",36.5,34.53,46.19,50.09
46101,"Moody, SD",35.61,35.79,53.99,53.43
46103,"Pennington, SD",33.83,32.14,57.32,52.66
46105,"Perkins, SD",36.51,37.02,55.12,54.28
46107,"Potter, SD",35.82,34.99,55.35,54.46
46109,"Roberts, SD",37.59,41.68,54.18,52.83
46111,"Sanborn, SD",39.63,36.77,52.48,53.25
46113,"Shannon, SD",40.05,57.74,47.1,42.61
46115,"Spink, SD",37.5,35.48,52.2,52.38
46117,"Stanley, SD",36.43,35.71,57.85,54.67
46119,"Sully, SD",36.38,35.34,59.26,56.86
46121,"Todd, SD",38.75,55.27,49.26,45.35
46123,"Tripp, SD",36.51,38.2,55.27,53.58
46125,"Turner, SD",38.08,35.02,54.95,53.34
46127,"Union, SD",36.44,35.05,48.88,51.59
46129,"Walworth, SD",36.94,38.37,55.15,51.93
46135,"Yankton, SD",37.04,33.57,53.68,52.26
46137,"Ziebach, SD",38.58,54.12,48.69,46.63
47001,"Anderson, TN",36.02,37.72,52.21,42.77
47003,"Bedford, TN",40.82,42.75,46.09,37.27
47005,"Benton, TN",40.45,41.52,46.14,39.46
47007,"Bledsoe, TN",41.16,42.27,40.46,38.08
47009,"Blount, TN",34.85,37.44,51.25,44.07
47011,"Bradley, TN",36.77,38.12,48.87,38.84
47013,"Campbell, TN",40.47,44.28,40.86,35.31
47015,"Cannon, TN",38.84,42.48,41.75,38.23
47017,"Carroll, TN",38.41,45.56,46.22,33.26
47019,"Carter, TN",36.74,41.32,44.19,37.37
47021,"Cheatham, TN",38.15,38.61,47.22,41.05
47023,"Chester, TN",39.37,46.5,45.46,36.26
47025,"Claiborne, TN",40.24,41,41.33,38.89
47027,"Clay, TN",41.69,45.11,41.64,37.31
47029,"Cocke, TN",38.51,43.11,41.84,35.66
47031,"Coffee, TN",37,41.16,50.23,39.02
47033,"Crockett, TN",38.18,44.96,41.77,32.17
47035,"Cumberland, TN",37.56,35.23,51.38,41.91
47037,"Davidson, TN",32.02,38.39,54.95,40.88
47039,"Decatur, TN",39.14,41.34,44.15,37.82
47041,"DeKalb, TN",39.95,41.57,43.8,35.9
47043,"Dickson, TN",37.56,39.07,47.91,42.71
47045,"Dyer, TN",37.57,43.93,42.94,35.88
47047,"Fayette, TN",38.95,44.59,50.62,40.07
47049,"Fentress, TN",43.07,41.96,38.6,37.64
47051,"Franklin, TN",38.08,40.12,47.85,39.78
47053,"Gibson, TN",38.27,43.92,43.06,32.3
47055,"Giles, TN",40.81,42.6,46.83,36.2
47057,"Grainger, TN",40.86,41.09,38.31,35.34
47059,"Greene, TN",35.67,44.14,44.15,33.71
47061,"Grundy, TN",42.63,44.8,39.51,33.55
47063,"Hamblen, TN",37.16,39.72,44.74,37.15
47065,"Hamilton, TN",36.24,36.57,47.93,40.75
47067,"Hancock, TN",40.2,45.18,41.75,38.45
47069,"Hardeman, TN",41.55,52.14,39.22,31.35
47071,"Hardin, TN",37.01,41.41,42.97,38.53
47073,"Hawkins, TN",37.46,42.03,44.86,38.46
47075,"Haywood, TN",39.99,51.96,42.72,30.71
47077,"Henderson, TN",38.71,43.38,44.56,36.16
47079,"Henry, TN",36.93,41.64,49.43,39.89
47081,"Hickman, TN",40.71,40.78,43.61,38.63
47083,"Houston, TN",39.22,40.83,48.84,43.37
47085,"Humphreys, TN",39.32,39.07,51.9,46.2
47087,"Jackson, TN",41.91,43.8,40.01,35.96
47089,"Jefferson, TN",37.51,35.39,47.7,38.64
47091,"Johnson, TN",37.86,42.61,40.67,36.72
47093,"Knox, TN",33.46,35.26,43.54,42.35
47095,"Lake, TN",43.42,52.09,37.76,33.63
47097,"Lauderdale, TN",40.72,49.85,42.9,32.76
47099,"Lawrence, TN",39.16,39.43,44.45,34.12
47101,"Lewis, TN",40.47,40.96,45.05,36.27
