"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Madison County, IL"	"17119"	"2019"	"2019"	13	34677	Unreliable
	"Madison County, IL"	"17119"	"2020 "	"2020"	23	36127	63.7
	"Marion County, IL"	"17121"	"2018"	"2018"	Suppressed	5379	Suppressed
	"Marion County, IL"	"17121"	"2019"	"2019"	Suppressed	5368	Suppressed
	"Marion County, IL"	"17121"	"2020 "	"2020"	Suppressed	5539	Suppressed
	"Marshall County, IL"	"17123"	"2018"	"2018"	Suppressed	1972	Suppressed
	"Marshall County, IL"	"17123"	"2019"	"2019"	Suppressed	1971	Suppressed
	"Marshall County, IL"	"17123"	"2020 "	"2020"	Suppressed	2013	Suppressed
	"Mason County, IL"	"17125"	"2018"	"2018"	Suppressed	2220	Suppressed
	"Mason County, IL"	"17125"	"2019"	"2019"	Suppressed	2210	Suppressed
	"Mason County, IL"	"17125"	"2020 "	"2020"	Suppressed	2270	Suppressed
	"Massac County, IL"	"17127"	"2018"	"2018"	Suppressed	2046	Suppressed
	"Massac County, IL"	"17127"	"2019"	"2019"	Suppressed	2067	Suppressed
	"Massac County, IL"	"17127"	"2020 "	"2020"	Suppressed	2082	Suppressed
	"Menard County, IL"	"17129"	"2018"	"2018"	Suppressed	1782	Suppressed
	"Menard County, IL"	"17129"	"2019"	"2019"	Suppressed	1813	Suppressed
	"Menard County, IL"	"17129"	"2020 "	"2020"	Suppressed	1827	Suppressed
	"Mercer County, IL"	"17131"	"2018"	"2018"	Suppressed	2508	Suppressed
	"Mercer County, IL"	"17131"	"2019"	"2019"	Suppressed	2496	Suppressed
	"Mercer County, IL"	"17131"	"2020 "	"2020"	Suppressed	2537	Suppressed
	"Monroe County, IL"	"17133"	"2018"	"2018"	Suppressed	4374	Suppressed
	"Monroe County, IL"	"17133"	"2019"	"2019"	Suppressed	4620	Suppressed
	"Monroe County, IL"	"17133"	"2020 "	"2020"	Suppressed	4847	Suppressed
	"Montgomery County, IL"	"17135"	"2018"	"2018"	Suppressed	4060	Suppressed
	"Montgomery County, IL"	"17135"	"2019"	"2019"	Suppressed	4140	Suppressed
	"Montgomery County, IL"	"17135"	"2020 "	"2020"	Suppressed	4200	Suppressed
	"Morgan County, IL"	"17137"	"2018"	"2018"	Suppressed	4952	Suppressed
	"Morgan County, IL"	"17137"	"2019"	"2019"	Suppressed	4972	Suppressed
	"Morgan County, IL"	"17137"	"2020 "	"2020"	Suppressed	5008	Suppressed
	"Moultrie County, IL"	"17139"	"2018"	"2018"	Suppressed	1953	Suppressed
	"Moultrie County, IL"	"17139"	"2019"	"2019"	Suppressed	1999	Suppressed
	"Moultrie County, IL"	"17139"	"2020 "	"2020"	Suppressed	1987	Suppressed
	"Ogle County, IL"	"17141"	"2018"	"2018"	Suppressed	7155	Suppressed
	"Ogle County, IL"	"17141"	"2019"	"2019"	Suppressed	7289	Suppressed
	"Ogle County, IL"	"17141"	"2020 "	"2020"	Suppressed	7377	Suppressed
	"Peoria County, IL"	"17143"	"2018"	"2018"	13	22883	Unreliable
	"Peoria County, IL"	"17143"	"2019"	"2019"	10	23539	Unreliable
	"Peoria County, IL"	"17143"	"2020 "	"2020"	Suppressed	24165	Suppressed
	"Perry County, IL"	"17145"	"2018"	"2018"	Suppressed	2942	Suppressed
	"Perry County, IL"	"17145"	"2019"	"2019"	Suppressed	2989	Suppressed
	"Perry County, IL"	"17145"	"2020 "	"2020"	Suppressed	3066	Suppressed
	"Piatt County, IL"	"17147"	"2018"	"2018"	Suppressed	2360	Suppressed
	"Piatt County, IL"	"17147"	"2019"	"2019"	Suppressed	2417	Suppressed
	"Piatt County, IL"	"17147"	"2020 "	"2020"	Suppressed	2537	Suppressed
	"Pike County, IL"	"17149"	"2018"	"2018"	Suppressed	2352	Suppressed
	"Pike County, IL"	"17149"	"2019"	"2019"	Suppressed	2391	Suppressed
	"Pike County, IL"	"17149"	"2020 "	"2020"	Suppressed	2440	Suppressed
	"Pope County, IL"	"17151"	"2018"	"2018"	Suppressed	886	Suppressed
	"Pope County, IL"	"17151"	"2019"	"2019"	Suppressed	882	Suppressed
	"Pope County, IL"	"17151"	"2020 "	"2020"	Suppressed	886	Suppressed
	"Pulaski County, IL"	"17153"	"2018"	"2018"	Suppressed	918	Suppressed
	"Pulaski County, IL"	"17153"	"2019"	"2019"	Suppressed	925	Suppressed
	"Pulaski County, IL"	"17153"	"2020 "	"2020"	Suppressed	923	Suppressed
	"Putnam County, IL"	"17155"	"2018"	"2018"	Suppressed	1008	Suppressed
	"Putnam County, IL"	"17155"	"2019"	"2019"	Suppressed	1036	Suppressed
	"Putnam County, IL"	"17155"	"2020 "	"2020"	Suppressed	1072	Suppressed
	"Randolph County, IL"	"17157"	"2018"	"2018"	Suppressed	4288	Suppressed
	"Randolph County, IL"	"17157"	"2019"	"2019"	Suppressed	4456	Suppressed
	"Randolph County, IL"	"17157"	"2020 "	"2020"	Suppressed	4504	Suppressed
	"Richland County, IL"	"17159"	"2018"	"2018"	Suppressed	2198	Suppressed
	"Richland County, IL"	"17159"	"2019"	"2019"	Suppressed	2226	Suppressed
	"Richland County, IL"	"17159"	"2020 "	"2020"	Suppressed	2276	Suppressed
	"Rock Island County, IL"	"17161"	"2018"	"2018"	Suppressed	20461	Suppressed
	"Rock Island County, IL"	"17161"	"2019"	"2019"	Suppressed	20884	Suppressed
	"Rock Island County, IL"	"17161"	"2020 "	"2020"	Suppressed	21276	Suppressed
	"St. Clair County, IL"	"17163"	"2018"	"2018"	15	30769	Unreliable
	"St. Clair County, IL"	"17163"	"2019"	"2019"	11	32093	Unreliable
	"St. Clair County, IL"	"17163"	"2020 "	"2020"	10	33188	Unreliable
	"Saline County, IL"	"17165"	"2018"	"2018"	Suppressed	3585	Suppressed
	"Saline County, IL"	"17165"	"2019"	"2019"	Suppressed	3581	Suppressed
	"Saline County, IL"	"17165"	"2020 "	"2020"	Suppressed	3655	Suppressed
	"Sangamon County, IL"	"17167"	"2018"	"2018"	14	26345	Unreliable
	"Sangamon County, IL"	"17167"	"2019"	"2019"	14	27175	Unreliable
	"Sangamon County, IL"	"17167"	"2020 "	"2020"	14	27977	Unreliable
	"Schuyler County, IL"	"17169"	"2018"	"2018"	Suppressed	1167	Suppressed
	"Schuyler County, IL"	"17169"	"2019"	"2019"	Suppressed	1189	Suppressed
	"Schuyler County, IL"	"17169"	"2020 "	"2020"	Suppressed	1169	Suppressed
	"Scott County, IL"	"17171"	"2018"	"2018"	Suppressed	703	Suppressed
	"Scott County, IL"	"17171"	"2019"	"2019"	Suppressed	691	Suppressed
	"Scott County, IL"	"17171"	"2020 "	"2020"	Suppressed	721	Suppressed
	"Shelby County, IL"	"17173"	"2018"	"2018"	Suppressed	3629	Suppressed
	"Shelby County, IL"	"17173"	"2019"	"2019"	Suppressed	3704	Suppressed
	"Shelby County, IL"	"17173"	"2020 "	"2020"	Suppressed	3738	Suppressed
	"Stark County, IL"	"17175"	"2018"	"2018"	Suppressed	891	Suppressed
	"Stark County, IL"	"17175"	"2019"	"2019"	Suppressed	907	Suppressed
	"Stark County, IL"	"17175"	"2020 "	"2020"	Suppressed	897	Suppressed
	"Stephenson County, IL"	"17177"	"2018"	"2018"	Suppressed	7183	Suppressed
	"Stephenson County, IL"	"17177"	"2019"	"2019"	Suppressed	7401	Suppressed
	"Stephenson County, IL"	"17177"	"2020 "	"2020"	Suppressed	7443	Suppressed
	"Tazewell County, IL"	"17179"	"2018"	"2018"	Suppressed	18104	Suppressed
	"Tazewell County, IL"	"17179"	"2019"	"2019"	Suppressed	18647	Suppressed
	"Tazewell County, IL"	"17179"	"2020 "	"2020"	11	19122	Unreliable
	"Union County, IL"	"17181"	"2018"	"2018"	Suppressed	2671	Suppressed
	"Union County, IL"	"17181"	"2019"	"2019"	Suppressed	2697	Suppressed
	"Union County, IL"	"17181"	"2020 "	"2020"	Suppressed	2752	Suppressed
	"Vermilion County, IL"	"17183"	"2018"	"2018"	Suppressed	11085	Suppressed
	"Vermilion County, IL"	"17183"	"2019"	"2019"	Suppressed	11211	Suppressed
	"Vermilion County, IL"	"17183"	"2020 "	"2020"	Suppressed	11377	Suppressed
	"Wabash County, IL"	"17185"	"2018"	"2018"	Suppressed	1722	Suppressed
	"Wabash County, IL"	"17185"	"2019"	"2019"	Suppressed	1775	Suppressed
	"Wabash County, IL"	"17185"	"2020 "	"2020"	Suppressed	1811	Suppressed
	"Warren County, IL"	"17187"	"2018"	"2018"	Suppressed	2436	Suppressed
	"Warren County, IL"	"17187"	"2019"	"2019"	Suppressed	2504	Suppressed
	"Warren County, IL"	"17187"	"2020 "	"2020"	Suppressed	2577	Suppressed
	"Washington County, IL"	"17189"	"2018"	"2018"	Suppressed	2021	Suppressed
	"Washington County, IL"	"17189"	"2019"	"2019"	Suppressed	2064	Suppressed
	"Washington County, IL"	"17189"	"2020 "	"2020"	Suppressed	2125	Suppressed
	"Wayne County, IL"	"17191"	"2018"	"2018"	Suppressed	2559	Suppressed
	"Wayne County, IL"	"17191"	"2019"	"2019"	Suppressed	2614	Suppressed
	"Wayne County, IL"	"17191"	"2020 "	"2020"	Suppressed	2582	Suppressed
	"White County, IL"	"17193"	"2018"	"2018"	Suppressed	2071	Suppressed
	"White County, IL"	"17193"	"2019"	"2019"	Suppressed	2043	Suppressed
	"White County, IL"	"17193"	"2020 "	"2020"	Suppressed	2128	Suppressed
	"Whiteside County, IL"	"17195"	"2018"	"2018"	Suppressed	8444	Suppressed
	"Whiteside County, IL"	"17195"	"2019"	"2019"	Suppressed	8601	Suppressed
	"Whiteside County, IL"	"17195"	"2020 "	"2020"	Suppressed	8777	Suppressed
	"Will County, IL"	"17197"	"2018"	"2018"	36	70835	50.8
	"Will County, IL"	"17197"	"2019"	"2019"	26	73430	35.4
	"Will County, IL"	"17197"	"2020 "	"2020"	40	76096	52.6
	"Williamson County, IL"	"17199"	"2018"	"2018"	Suppressed	9734	Suppressed
	"Williamson County, IL"	"17199"	"2019"	"2019"	Suppressed	9884	Suppressed
	"Williamson County, IL"	"17199"	"2020 "	"2020"	Suppressed	10030	Suppressed
	"Winnebago County, IL"	"17201"	"2018"	"2018"	10	37377	Unreliable
	"Winnebago County, IL"	"17201"	"2019"	"2019"	Suppressed	38435	Suppressed
	"Winnebago County, IL"	"17201"	"2020 "	"2020"	13	39298	Unreliable
	"Woodford County, IL"	"17203"	"2018"	"2018"	Suppressed	4968	Suppressed
	"Woodford County, IL"	"17203"	"2019"	"2019"	Suppressed	5179	Suppressed
	"Woodford County, IL"	"17203"	"2020 "	"2020"	Suppressed	5280	Suppressed
	"Adams County, IN"	"18001"	"2018"	"2018"	Suppressed	3906	Suppressed
	"Adams County, IN"	"18001"	"2019"	"2019"	Suppressed	4036	Suppressed
	"Adams County, IN"	"18001"	"2020 "	"2020"	Suppressed	4217	Suppressed
	"Allen County, IN"	"18003"	"2018"	"2018"	19	41677	Unreliable
	"Allen County, IN"	"18003"	"2019"	"2019"	14	43421	Unreliable
	"Allen County, IN"	"18003"	"2020 "	"2020"	11	45403	Unreliable
	"Bartholomew County, IN"	"18005"	"2018"	"2018"	Suppressed	10293	Suppressed
	"Bartholomew County, IN"	"18005"	"2019"	"2019"	13	10542	Unreliable
	"Bartholomew County, IN"	"18005"	"2020 "	"2020"	Suppressed	10837	Suppressed
	"Benton County, IN"	"18007"	"2018"	"2018"	Suppressed	1173	Suppressed
	"Benton County, IN"	"18007"	"2019"	"2019"	Suppressed	1192	Suppressed
	"Benton County, IN"	"18007"	"2020 "	"2020"	Suppressed	1198	Suppressed
	"Blackford County, IN"	"18009"	"2018"	"2018"	Suppressed	1932	Suppressed
	"Blackford County, IN"	"18009"	"2019"	"2019"	Suppressed	1941	Suppressed
	"Blackford County, IN"	"18009"	"2020 "	"2020"	Suppressed	1935	Suppressed
	"Boone County, IN"	"18011"	"2018"	"2018"	Suppressed	6912	Suppressed
	"Boone County, IN"	"18011"	"2019"	"2019"	Suppressed	7240	Suppressed
	"Boone County, IN"	"18011"	"2020 "	"2020"	Suppressed	7674	Suppressed
	"Brown County, IN"	"18013"	"2018"	"2018"	Suppressed	2986	Suppressed
	"Brown County, IN"	"18013"	"2019"	"2019"	Suppressed	3102	Suppressed
	"Brown County, IN"	"18013"	"2020 "	"2020"	Suppressed	3171	Suppressed
	"Carroll County, IN"	"18015"	"2018"	"2018"	Suppressed	3031	Suppressed
	"Carroll County, IN"	"18015"	"2019"	"2019"	Suppressed	3139	Suppressed
	"Carroll County, IN"	"18015"	"2020 "	"2020"	Suppressed	3180	Suppressed
	"Cass County, IN"	"18017"	"2018"	"2018"	Suppressed	4978	Suppressed
	"Cass County, IN"	"18017"	"2019"	"2019"	Suppressed	5109	Suppressed
	"Cass County, IN"	"18017"	"2020 "	"2020"	Suppressed	5223	Suppressed
	"Clark County, IN"	"18019"	"2018"	"2018"	Suppressed	14501	Suppressed
	"Clark County, IN"	"18019"	"2019"	"2019"	Suppressed	15103	Suppressed
	"Clark County, IN"	"18019"	"2020 "	"2020"	Suppressed	15566	Suppressed
	"Clay County, IN"	"18021"	"2018"	"2018"	Suppressed	3515	Suppressed
	"Clay County, IN"	"18021"	"2019"	"2019"	Suppressed	3615	Suppressed
	"Clay County, IN"	"18021"	"2020 "	"2020"	Suppressed	3740	Suppressed
	"Clinton County, IN"	"18023"	"2018"	"2018"	Suppressed	3840	Suppressed
	"Clinton County, IN"	"18023"	"2019"	"2019"	Suppressed	3890	Suppressed
	"Clinton County, IN"	"18023"	"2020 "	"2020"	Suppressed	3964	Suppressed
	"Crawford County, IN"	"18025"	"2018"	"2018"	Suppressed	1669	Suppressed
	"Crawford County, IN"	"18025"	"2019"	"2019"	Suppressed	1708	Suppressed
	"Crawford County, IN"	"18025"	"2020 "	"2020"	Suppressed	1790	Suppressed
	"Daviess County, IN"	"18027"	"2018"	"2018"	Suppressed	3820	Suppressed
	"Daviess County, IN"	"18027"	"2019"	"2019"	Suppressed	3870	Suppressed
	"Daviess County, IN"	"18027"	"2020 "	"2020"	Suppressed	4021	Suppressed
	"Dearborn County, IN"	"18029"	"2018"	"2018"	Suppressed	6886	Suppressed
	"Dearborn County, IN"	"18029"	"2019"	"2019"	Suppressed	7099	Suppressed
	"Dearborn County, IN"	"18029"	"2020 "	"2020"	Suppressed	7262	Suppressed
	"Decatur County, IN"	"18031"	"2018"	"2018"	Suppressed	3361	Suppressed
	"Decatur County, IN"	"18031"	"2019"	"2019"	Suppressed	3466	Suppressed
	"Decatur County, IN"	"18031"	"2020 "	"2020"	Suppressed	3466	Suppressed
	"De Kalb County, IN"	"18033"	"2018"	"2018"	Suppressed	5394	Suppressed
	"De Kalb County, IN"	"18033"	"2019"	"2019"	Suppressed	5557	Suppressed
	"De Kalb County, IN"	"18033"	"2020 "	"2020"	Suppressed	5747	Suppressed
	"Delaware County, IN"	"18035"	"2018"	"2018"	Suppressed	14523	Suppressed
	"Delaware County, IN"	"18035"	"2019"	"2019"	10	14746	Unreliable
	"Delaware County, IN"	"18035"	"2020 "	"2020"	Suppressed	14989	Suppressed
	"Dubois County, IN"	"18037"	"2018"	"2018"	Suppressed	5452	Suppressed
	"Dubois County, IN"	"18037"	"2019"	"2019"	Suppressed	5616	Suppressed
	"Dubois County, IN"	"18037"	"2020 "	"2020"	Suppressed	5820	Suppressed
	"Elkhart County, IN"	"18039"	"2018"	"2018"	Suppressed	22600	Suppressed
	"Elkhart County, IN"	"18039"	"2019"	"2019"	Suppressed	23377	Suppressed
	"Elkhart County, IN"	"18039"	"2020 "	"2020"	Suppressed	23933	Suppressed
	"Fayette County, IN"	"18041"	"2018"	"2018"	Suppressed	3547	Suppressed
	"Fayette County, IN"	"18041"	"2019"	"2019"	Suppressed	3604	Suppressed
	"Fayette County, IN"	"18041"	"2020 "	"2020"	Suppressed	3717	Suppressed
	"Floyd County, IN"	"18043"	"2018"	"2018"	Suppressed	9795	Suppressed
	"Floyd County, IN"	"18043"	"2019"	"2019"	Suppressed	10114	Suppressed
	"Floyd County, IN"	"18043"	"2020 "	"2020"	Suppressed	10514	Suppressed
	"Fountain County, IN"	"18045"	"2018"	"2018"	Suppressed	2410	Suppressed
	"Fountain County, IN"	"18045"	"2019"	"2019"	Suppressed	2434	Suppressed
	"Fountain County, IN"	"18045"	"2020 "	"2020"	Suppressed	2522	Suppressed
	"Franklin County, IN"	"18047"	"2018"	"2018"	Suppressed	3219	Suppressed
	"Franklin County, IN"	"18047"	"2019"	"2019"	Suppressed	3327	Suppressed
	"Franklin County, IN"	"18047"	"2020 "	"2020"	Suppressed	3426	Suppressed
	"Fulton County, IN"	"18049"	"2018"	"2018"	Suppressed	2970	Suppressed
	"Fulton County, IN"	"18049"	"2019"	"2019"	Suppressed	2992	Suppressed
	"Fulton County, IN"	"18049"	"2020 "	"2020"	Suppressed	3105	Suppressed
	"Gibson County, IN"	"18051"	"2018"	"2018"	Suppressed	4348	Suppressed
	"Gibson County, IN"	"18051"	"2019"	"2019"	Suppressed	4430	Suppressed
	"Gibson County, IN"	"18051"	"2020 "	"2020"	Suppressed	4560	Suppressed
	"Grant County, IN"	"18053"	"2018"	"2018"	Suppressed	9385	Suppressed
	"Grant County, IN"	"18053"	"2019"	"2019"	Suppressed	9500	Suppressed
	"Grant County, IN"	"18053"	"2020 "	"2020"	Suppressed	9621	Suppressed
	"Greene County, IN"	"18055"	"2018"	"2018"	Suppressed	4765	Suppressed
	"Greene County, IN"	"18055"	"2019"	"2019"	Suppressed	4823	Suppressed
	"Greene County, IN"	"18055"	"2020 "	"2020"	Suppressed	5015	Suppressed
	"Hamilton County, IN"	"18057"	"2018"	"2018"	Suppressed	31980	Suppressed
	"Hamilton County, IN"	"18057"	"2019"	"2019"	Suppressed	33970	Suppressed
	"Hamilton County, IN"	"18057"	"2020 "	"2020"	Suppressed	35941	Suppressed
	"Hancock County, IN"	"18059"	"2018"	"2018"	Suppressed	9753	Suppressed
	"Hancock County, IN"	"18059"	"2019"	"2019"	Suppressed	10059	Suppressed
	"Hancock County, IN"	"18059"	"2020 "	"2020"	Suppressed	10553	Suppressed
	"Harrison County, IN"	"18061"	"2018"	"2018"	Suppressed	5610	Suppressed
	"Harrison County, IN"	"18061"	"2019"	"2019"	Suppressed	5761	Suppressed
	"Harrison County, IN"	"18061"	"2020 "	"2020"	Suppressed	6037	Suppressed
	"Hendricks County, IN"	"18063"	"2018"	"2018"	Suppressed	18048	Suppressed
	"Hendricks County, IN"	"18063"	"2019"	"2019"	Suppressed	18957	Suppressed
	"Hendricks County, IN"	"18063"	"2020 "	"2020"	Suppressed	20125	Suppressed
	"Henry County, IN"	"18065"	"2018"	"2018"	Suppressed	6915	Suppressed
	"Henry County, IN"	"18065"	"2019"	"2019"	Suppressed	7056	Suppressed
	"Henry County, IN"	"18065"	"2020 "	"2020"	Suppressed	7244	Suppressed
	"Howard County, IN"	"18067"	"2018"	"2018"	Suppressed	12092	Suppressed
	"Howard County, IN"	"18067"	"2019"	"2019"	Suppressed	12360	Suppressed
	"Howard County, IN"	"18067"	"2020 "	"2020"	Suppressed	12499	Suppressed
	"Huntington County, IN"	"18069"	"2018"	"2018"	Suppressed	4598	Suppressed
	"Huntington County, IN"	"18069"	"2019"	"2019"	Suppressed	4774	Suppressed
	"Huntington County, IN"	"18069"	"2020 "	"2020"	Suppressed	4891	Suppressed
	"Jackson County, IN"	"18071"	"2018"	"2018"	Suppressed	5435	Suppressed
	"Jackson County, IN"	"18071"	"2019"	"2019"	Suppressed	5570	Suppressed
	"Jackson County, IN"	"18071"	"2020 "	"2020"	Suppressed	5725	Suppressed
	"Jasper County, IN"	"18073"	"2018"	"2018"	Suppressed	4535	Suppressed
	"Jasper County, IN"	"18073"	"2019"	"2019"	Suppressed	4712	Suppressed
	"Jasper County, IN"	"18073"	"2020 "	"2020"	Suppressed	4749	Suppressed
	"Jay County, IN"	"18075"	"2018"	"2018"	Suppressed	2794	Suppressed
	"Jay County, IN"	"18075"	"2019"	"2019"	Suppressed	2866	Suppressed
	"Jay County, IN"	"18075"	"2020 "	"2020"	Suppressed	2883	Suppressed
	"Jefferson County, IN"	"18077"	"2018"	"2018"	Suppressed	4552	Suppressed
	"Jefferson County, IN"	"18077"	"2019"	"2019"	Suppressed	4668	Suppressed
	"Jefferson County, IN"	"18077"	"2020 "	"2020"	Suppressed	4762	Suppressed
	"Jennings County, IN"	"18079"	"2018"	"2018"	Suppressed	3653	Suppressed
	"Jennings County, IN"	"18079"	"2019"	"2019"	Suppressed	3745	Suppressed
	"Jennings County, IN"	"18079"	"2020 "	"2020"	Suppressed	3741	Suppressed
	"Johnson County, IN"	"18081"	"2018"	"2018"	Suppressed	17561	Suppressed
	"Johnson County, IN"	"18081"	"2019"	"2019"	Suppressed	18154	Suppressed
	"Johnson County, IN"	"18081"	"2020 "	"2020"	Suppressed	18952	Suppressed
	"Knox County, IN"	"18083"	"2018"	"2018"	Suppressed	4900	Suppressed
	"Knox County, IN"	"18083"	"2019"	"2019"	Suppressed	5020	Suppressed
	"Knox County, IN"	"18083"	"2020 "	"2020"	Suppressed	5118	Suppressed
	"Kosciusko County, IN"	"18085"	"2018"	"2018"	Suppressed	10195	Suppressed
	"Kosciusko County, IN"	"18085"	"2019"	"2019"	Suppressed	10549	Suppressed
	"Kosciusko County, IN"	"18085"	"2020 "	"2020"	Suppressed	10826	Suppressed
	"Lagrange County, IN"	"18087"	"2018"	"2018"	Suppressed	4198	Suppressed
	"Lagrange County, IN"	"18087"	"2019"	"2019"	Suppressed	4298	Suppressed
	"Lagrange County, IN"	"18087"	"2020 "	"2020"	Suppressed	4525	Suppressed
	"Lake County, IN"	"18089"	"2018"	"2018"	17	60001	Unreliable
	"Lake County, IN"	"18089"	"2019"	"2019"	18	62087	Unreliable
	"Lake County, IN"	"18089"	"2020 "	"2020"	33	64498	51.2
	"La Porte County, IN"	"18091"	"2018"	"2018"	Suppressed	15324	Suppressed
	"La Porte County, IN"	"18091"	"2019"	"2019"	Suppressed	15851	Suppressed
	"La Porte County, IN"	"18091"	"2020 "	"2020"	Suppressed	16146	Suppressed
	"Lawrence County, IN"	"18093"	"2018"	"2018"	Suppressed	6957	Suppressed
	"Lawrence County, IN"	"18093"	"2019"	"2019"	Suppressed	7101	Suppressed
	"Lawrence County, IN"	"18093"	"2020 "	"2020"	Suppressed	7221	Suppressed
	"Madison County, IN"	"18095"	"2018"	"2018"	Suppressed	17982	Suppressed
	"Madison County, IN"	"18095"	"2019"	"2019"	15	18426	Unreliable
	"Madison County, IN"	"18095"	"2020 "	"2020"	Suppressed	18883	Suppressed
	"Marion County, IN"	"18097"	"2018"	"2018"	26	91463	28.4
	"Marion County, IN"	"18097"	"2019"	"2019"	31	95147	32.6
	"Marion County, IN"	"18097"	"2020 "	"2020"	36	97844	36.8
	"Marshall County, IN"	"18099"	"2018"	"2018"	Suppressed	6089	Suppressed
	"Marshall County, IN"	"18099"	"2019"	"2019"	Suppressed	6250	Suppressed
	"Marshall County, IN"	"18099"	"2020 "	"2020"	Suppressed	6513	Suppressed
	"Martin County, IN"	"18101"	"2018"	"2018"	Suppressed	1565	Suppressed
	"Martin County, IN"	"18101"	"2019"	"2019"	Suppressed	1625	Suppressed
	"Martin County, IN"	"18101"	"2020 "	"2020"	Suppressed	1621	Suppressed
	"Miami County, IN"	"18103"	"2018"	"2018"	Suppressed	4861	Suppressed
	"Miami County, IN"	"18103"	"2019"	"2019"	Suppressed	4947	Suppressed
	"Miami County, IN"	"18103"	"2020 "	"2020"	Suppressed	4984	Suppressed
	"Monroe County, IN"	"18105"	"2018"	"2018"	Suppressed	14623	Suppressed
	"Monroe County, IN"	"18105"	"2019"	"2019"	Suppressed	15376	Suppressed
	"Monroe County, IN"	"18105"	"2020 "	"2020"	Suppressed	15935	Suppressed
	"Montgomery County, IN"	"18107"	"2018"	"2018"	Suppressed	5079	Suppressed
	"Montgomery County, IN"	"18107"	"2019"	"2019"	Suppressed	5194	Suppressed
	"Montgomery County, IN"	"18107"	"2020 "	"2020"	Suppressed	5360	Suppressed
	"Morgan County, IN"	"18109"	"2018"	"2018"	Suppressed	9431	Suppressed
	"Morgan County, IN"	"18109"	"2019"	"2019"	Suppressed	9707	Suppressed
	"Morgan County, IN"	"18109"	"2020 "	"2020"	Suppressed	10033	Suppressed
	"Newton County, IN"	"18111"	"2018"	"2018"	Suppressed	2094	Suppressed
	"Newton County, IN"	"18111"	"2019"	"2019"	Suppressed	2157	Suppressed
	"Newton County, IN"	"18111"	"2020 "	"2020"	Suppressed	2147	Suppressed
	"Noble County, IN"	"18113"	"2018"	"2018"	Suppressed	5937	Suppressed
	"Noble County, IN"	"18113"	"2019"	"2019"	Suppressed	6201	Suppressed
	"Noble County, IN"	"18113"	"2020 "	"2020"	Suppressed	6471	Suppressed
	"Ohio County, IN"	"18115"	"2018"	"2018"	Suppressed	1013	Suppressed
	"Ohio County, IN"	"18115"	"2019"	"2019"	Suppressed	1026	Suppressed
	"Ohio County, IN"	"18115"	"2020 "	"2020"	Suppressed	1074	Suppressed
	"Orange County, IN"	"18117"	"2018"	"2018"	Suppressed	2939	Suppressed
	"Orange County, IN"	"18117"	"2019"	"2019"	Suppressed	3002	Suppressed
	"Orange County, IN"	"18117"	"2020 "	"2020"	Suppressed	3096	Suppressed
	"Owen County, IN"	"18119"	"2018"	"2018"	Suppressed	3228	Suppressed
	"Owen County, IN"	"18119"	"2019"	"2019"	Suppressed	3311	Suppressed
	"Owen County, IN"	"18119"	"2020 "	"2020"	Suppressed	3383	Suppressed
	"Parke County, IN"	"18121"	"2018"	"2018"	Suppressed	2564	Suppressed
	"Parke County, IN"	"18121"	"2019"	"2019"	Suppressed	2630	Suppressed
	"Parke County, IN"	"18121"	"2020 "	"2020"	Suppressed	2629	Suppressed
	"Perry County, IN"	"18123"	"2018"	"2018"	Suppressed	2677	Suppressed
	"Perry County, IN"	"18123"	"2019"	"2019"	Suppressed	2745	Suppressed
	"Perry County, IN"	"18123"	"2020 "	"2020"	Suppressed	2805	Suppressed
	"Pike County, IN"	"18125"	"2018"	"2018"	Suppressed	1889	Suppressed
	"Pike County, IN"	"18125"	"2019"	"2019"	Suppressed	1936	Suppressed
	"Pike County, IN"	"18125"	"2020 "	"2020"	Suppressed	1926	Suppressed
	"Porter County, IN"	"18127"	"2018"	"2018"	Suppressed	21611	Suppressed
	"Porter County, IN"	"18127"	"2019"	"2019"	Suppressed	22416	Suppressed
	"Porter County, IN"	"18127"	"2020 "	"2020"	Suppressed	23573	Suppressed
	"Posey County, IN"	"18129"	"2018"	"2018"	Suppressed	3674	Suppressed
	"Posey County, IN"	"18129"	"2019"	"2019"	Suppressed	3842	Suppressed
	"Posey County, IN"	"18129"	"2020 "	"2020"	Suppressed	3925	Suppressed
	"Pulaski County, IN"	"18131"	"2018"	"2018"	Suppressed	1850	Suppressed
	"Pulaski County, IN"	"18131"	"2019"	"2019"	Suppressed	1874	Suppressed
	"Pulaski County, IN"	"18131"	"2020 "	"2020"	Suppressed	1948	Suppressed
	"Putnam County, IN"	"18133"	"2018"	"2018"	Suppressed	4702	Suppressed
	"Putnam County, IN"	"18133"	"2019"	"2019"	Suppressed	4825	Suppressed
	"Putnam County, IN"	"18133"	"2020 "	"2020"	Suppressed	4900	Suppressed
	"Randolph County, IN"	"18135"	"2018"	"2018"	Suppressed	3684	Suppressed
	"Randolph County, IN"	"18135"	"2019"	"2019"	Suppressed	3738	Suppressed
	"Randolph County, IN"	"18135"	"2020 "	"2020"	Suppressed	3722	Suppressed
	"Ripley County, IN"	"18137"	"2018"	"2018"	Suppressed	3817	Suppressed
	"Ripley County, IN"	"18137"	"2019"	"2019"	Suppressed	3915	Suppressed
