"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Tunica County, MS"	"28143"	"2020 "	"2020"	Suppressed	1040	Suppressed
	"Union County, MS"	"28145"	"2018"	"2018"	Suppressed	3621	Suppressed
	"Union County, MS"	"28145"	"2019"	"2019"	Suppressed	3681	Suppressed
	"Union County, MS"	"28145"	"2020 "	"2020"	Suppressed	3772	Suppressed
	"Walthall County, MS"	"28147"	"2018"	"2018"	Suppressed	2084	Suppressed
	"Walthall County, MS"	"28147"	"2019"	"2019"	Suppressed	2108	Suppressed
	"Walthall County, MS"	"28147"	"2020 "	"2020"	Suppressed	2233	Suppressed
	"Warren County, MS"	"28149"	"2018"	"2018"	Suppressed	6025	Suppressed
	"Warren County, MS"	"28149"	"2019"	"2019"	Suppressed	6161	Suppressed
	"Warren County, MS"	"28149"	"2020 "	"2020"	Suppressed	6310	Suppressed
	"Washington County, MS"	"28151"	"2018"	"2018"	Suppressed	5636	Suppressed
	"Washington County, MS"	"28151"	"2019"	"2019"	Suppressed	5845	Suppressed
	"Washington County, MS"	"28151"	"2020 "	"2020"	Suppressed	5956	Suppressed
	"Wayne County, MS"	"28153"	"2018"	"2018"	Suppressed	2623	Suppressed
	"Wayne County, MS"	"28153"	"2019"	"2019"	Suppressed	2686	Suppressed
	"Wayne County, MS"	"28153"	"2020 "	"2020"	Suppressed	2754	Suppressed
	"Webster County, MS"	"28155"	"2018"	"2018"	Suppressed	1335	Suppressed
	"Webster County, MS"	"28155"	"2019"	"2019"	Suppressed	1347	Suppressed
	"Webster County, MS"	"28155"	"2020 "	"2020"	Suppressed	1353	Suppressed
	"Wilkinson County, MS"	"28157"	"2018"	"2018"	Suppressed	1147	Suppressed
	"Wilkinson County, MS"	"28157"	"2019"	"2019"	Suppressed	1167	Suppressed
	"Wilkinson County, MS"	"28157"	"2020 "	"2020"	Suppressed	1188	Suppressed
	"Winston County, MS"	"28159"	"2018"	"2018"	Suppressed	2697	Suppressed
	"Winston County, MS"	"28159"	"2019"	"2019"	Suppressed	2752	Suppressed
	"Winston County, MS"	"28159"	"2020 "	"2020"	Suppressed	2871	Suppressed
	"Yalobusha County, MS"	"28161"	"2018"	"2018"	Suppressed	1924	Suppressed
	"Yalobusha County, MS"	"28161"	"2019"	"2019"	Suppressed	1996	Suppressed
	"Yalobusha County, MS"	"28161"	"2020 "	"2020"	Suppressed	2070	Suppressed
	"Yazoo County, MS"	"28163"	"2018"	"2018"	Suppressed	2780	Suppressed
	"Yazoo County, MS"	"28163"	"2019"	"2019"	Suppressed	2853	Suppressed
	"Yazoo County, MS"	"28163"	"2020 "	"2020"	Suppressed	2915	Suppressed
	"Adair County, MO"	"29001"	"2018"	"2018"	Suppressed	2771	Suppressed
	"Adair County, MO"	"29001"	"2019"	"2019"	Suppressed	2823	Suppressed
	"Adair County, MO"	"29001"	"2020 "	"2020"	Suppressed	2902	Suppressed
	"Andrew County, MO"	"29003"	"2018"	"2018"	Suppressed	2462	Suppressed
	"Andrew County, MO"	"29003"	"2019"	"2019"	Suppressed	2582	Suppressed
	"Andrew County, MO"	"29003"	"2020 "	"2020"	Suppressed	2662	Suppressed
	"Atchison County, MO"	"29005"	"2018"	"2018"	Suppressed	977	Suppressed
	"Atchison County, MO"	"29005"	"2019"	"2019"	Suppressed	995	Suppressed
	"Atchison County, MO"	"29005"	"2020 "	"2020"	Suppressed	990	Suppressed
	"Audrain County, MO"	"29007"	"2018"	"2018"	Suppressed	3420	Suppressed
	"Audrain County, MO"	"29007"	"2019"	"2019"	Suppressed	3480	Suppressed
	"Audrain County, MO"	"29007"	"2020 "	"2020"	Suppressed	3490	Suppressed
	"Barry County, MO"	"29009"	"2018"	"2018"	Suppressed	5699	Suppressed
	"Barry County, MO"	"29009"	"2019"	"2019"	Suppressed	5784	Suppressed
	"Barry County, MO"	"29009"	"2020 "	"2020"	Suppressed	6046	Suppressed
	"Barton County, MO"	"29011"	"2018"	"2018"	Suppressed	1779	Suppressed
	"Barton County, MO"	"29011"	"2019"	"2019"	Suppressed	1828	Suppressed
	"Barton County, MO"	"29011"	"2020 "	"2020"	Suppressed	1809	Suppressed
	"Bates County, MO"	"29013"	"2018"	"2018"	Suppressed	2315	Suppressed
	"Bates County, MO"	"29013"	"2019"	"2019"	Suppressed	2313	Suppressed
	"Bates County, MO"	"29013"	"2020 "	"2020"	Suppressed	2437	Suppressed
	"Benton County, MO"	"29015"	"2018"	"2018"	Suppressed	4646	Suppressed
	"Benton County, MO"	"29015"	"2019"	"2019"	Suppressed	4768	Suppressed
	"Benton County, MO"	"29015"	"2020 "	"2020"	Suppressed	4921	Suppressed
	"Bollinger County, MO"	"29017"	"2018"	"2018"	Suppressed	1945	Suppressed
	"Bollinger County, MO"	"29017"	"2019"	"2019"	Suppressed	1982	Suppressed
	"Bollinger County, MO"	"29017"	"2020 "	"2020"	Suppressed	2018	Suppressed
	"Boone County, MO"	"29019"	"2018"	"2018"	Suppressed	16959	Suppressed
	"Boone County, MO"	"29019"	"2019"	"2019"	Suppressed	17862	Suppressed
	"Boone County, MO"	"29019"	"2020 "	"2020"	Suppressed	18799	Suppressed
	"Buchanan County, MO"	"29021"	"2018"	"2018"	Suppressed	10581	Suppressed
	"Buchanan County, MO"	"29021"	"2019"	"2019"	Suppressed	10888	Suppressed
	"Buchanan County, MO"	"29021"	"2020 "	"2020"	Suppressed	11151	Suppressed
	"Butler County, MO"	"29023"	"2018"	"2018"	Suppressed	5929	Suppressed
	"Butler County, MO"	"29023"	"2019"	"2019"	Suppressed	6051	Suppressed
	"Butler County, MO"	"29023"	"2020 "	"2020"	Suppressed	6195	Suppressed
	"Caldwell County, MO"	"29025"	"2018"	"2018"	Suppressed	1339	Suppressed
	"Caldwell County, MO"	"29025"	"2019"	"2019"	Suppressed	1337	Suppressed
	"Caldwell County, MO"	"29025"	"2020 "	"2020"	Suppressed	1365	Suppressed
	"Callaway County, MO"	"29027"	"2018"	"2018"	Suppressed	5686	Suppressed
	"Callaway County, MO"	"29027"	"2019"	"2019"	Suppressed	5841	Suppressed
	"Callaway County, MO"	"29027"	"2020 "	"2020"	Suppressed	6078	Suppressed
	"Camden County, MO"	"29029"	"2018"	"2018"	Suppressed	10511	Suppressed
	"Camden County, MO"	"29029"	"2019"	"2019"	Suppressed	10827	Suppressed
	"Camden County, MO"	"29029"	"2020 "	"2020"	Suppressed	11002	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2018"	"2018"	Suppressed	9700	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2019"	"2019"	Suppressed	9936	Suppressed
	"Cape Girardeau County, MO"	"29031"	"2020 "	"2020"	Suppressed	10311	Suppressed
	"Carroll County, MO"	"29033"	"2018"	"2018"	Suppressed	1421	Suppressed
	"Carroll County, MO"	"29033"	"2019"	"2019"	Suppressed	1428	Suppressed
	"Carroll County, MO"	"29033"	"2020 "	"2020"	Suppressed	1419	Suppressed
	"Carter County, MO"	"29035"	"2018"	"2018"	Suppressed	944	Suppressed
	"Carter County, MO"	"29035"	"2019"	"2019"	Suppressed	976	Suppressed
	"Carter County, MO"	"29035"	"2020 "	"2020"	Suppressed	969	Suppressed
	"Cass County, MO"	"29037"	"2018"	"2018"	Suppressed	13285	Suppressed
	"Cass County, MO"	"29037"	"2019"	"2019"	Suppressed	13785	Suppressed
	"Cass County, MO"	"29037"	"2020 "	"2020"	Suppressed	14214	Suppressed
	"Cedar County, MO"	"29039"	"2018"	"2018"	Suppressed	2464	Suppressed
	"Cedar County, MO"	"29039"	"2019"	"2019"	Suppressed	2541	Suppressed
	"Cedar County, MO"	"29039"	"2020 "	"2020"	Suppressed	2492	Suppressed
	"Chariton County, MO"	"29041"	"2018"	"2018"	Suppressed	1211	Suppressed
	"Chariton County, MO"	"29041"	"2019"	"2019"	Suppressed	1237	Suppressed
	"Chariton County, MO"	"29041"	"2020 "	"2020"	Suppressed	1265	Suppressed
	"Christian County, MO"	"29043"	"2018"	"2018"	Suppressed	10731	Suppressed
	"Christian County, MO"	"29043"	"2019"	"2019"	Suppressed	11176	Suppressed
	"Christian County, MO"	"29043"	"2020 "	"2020"	Suppressed	11752	Suppressed
	"Clark County, MO"	"29045"	"2018"	"2018"	Suppressed	1029	Suppressed
	"Clark County, MO"	"29045"	"2019"	"2019"	Suppressed	1061	Suppressed
	"Clark County, MO"	"29045"	"2020 "	"2020"	Suppressed	1111	Suppressed
	"Clay County, MO"	"29047"	"2018"	"2018"	15	26924	Unreliable
	"Clay County, MO"	"29047"	"2019"	"2019"	12	27963	Unreliable
	"Clay County, MO"	"29047"	"2020 "	"2020"	15	29350	Unreliable
	"Clinton County, MO"	"29049"	"2018"	"2018"	Suppressed	2752	Suppressed
	"Clinton County, MO"	"29049"	"2019"	"2019"	Suppressed	2759	Suppressed
	"Clinton County, MO"	"29049"	"2020 "	"2020"	Suppressed	2863	Suppressed
	"Cole County, MO"	"29051"	"2018"	"2018"	Suppressed	9712	Suppressed
	"Cole County, MO"	"29051"	"2019"	"2019"	Suppressed	10163	Suppressed
	"Cole County, MO"	"29051"	"2020 "	"2020"	Suppressed	10356	Suppressed
	"Cooper County, MO"	"29053"	"2018"	"2018"	Suppressed	2321	Suppressed
	"Cooper County, MO"	"29053"	"2019"	"2019"	Suppressed	2389	Suppressed
	"Cooper County, MO"	"29053"	"2020 "	"2020"	Suppressed	2463	Suppressed
	"Crawford County, MO"	"29055"	"2018"	"2018"	Suppressed	3629	Suppressed
	"Crawford County, MO"	"29055"	"2019"	"2019"	Suppressed	3693	Suppressed
	"Crawford County, MO"	"29055"	"2020 "	"2020"	Suppressed	3716	Suppressed
	"Dade County, MO"	"29057"	"2018"	"2018"	Suppressed	1329	Suppressed
	"Dade County, MO"	"29057"	"2019"	"2019"	Suppressed	1345	Suppressed
	"Dade County, MO"	"29057"	"2020 "	"2020"	Suppressed	1378	Suppressed
	"Dallas County, MO"	"29059"	"2018"	"2018"	Suppressed	2574	Suppressed
	"Dallas County, MO"	"29059"	"2019"	"2019"	Suppressed	2651	Suppressed
	"Dallas County, MO"	"29059"	"2020 "	"2020"	Suppressed	2749	Suppressed
	"Daviess County, MO"	"29061"	"2018"	"2018"	Suppressed	1307	Suppressed
	"Daviess County, MO"	"29061"	"2019"	"2019"	Suppressed	1352	Suppressed
	"Daviess County, MO"	"29061"	"2020 "	"2020"	Suppressed	1352	Suppressed
	"DeKalb County, MO"	"29063"	"2018"	"2018"	Suppressed	1460	Suppressed
	"DeKalb County, MO"	"29063"	"2019"	"2019"	Suppressed	1465	Suppressed
	"DeKalb County, MO"	"29063"	"2020 "	"2020"	Suppressed	1435	Suppressed
	"Dent County, MO"	"29065"	"2018"	"2018"	Suppressed	2474	Suppressed
	"Dent County, MO"	"29065"	"2019"	"2019"	Suppressed	2558	Suppressed
	"Dent County, MO"	"29065"	"2020 "	"2020"	Suppressed	2584	Suppressed
	"Douglas County, MO"	"29067"	"2018"	"2018"	Suppressed	2473	Suppressed
	"Douglas County, MO"	"29067"	"2019"	"2019"	Suppressed	2506	Suppressed
	"Douglas County, MO"	"29067"	"2020 "	"2020"	Suppressed	2605	Suppressed
	"Dunklin County, MO"	"29069"	"2018"	"2018"	Suppressed	4090	Suppressed
	"Dunklin County, MO"	"29069"	"2019"	"2019"	Suppressed	4072	Suppressed
	"Dunklin County, MO"	"29069"	"2020 "	"2020"	Suppressed	4061	Suppressed
	"Franklin County, MO"	"29071"	"2018"	"2018"	Suppressed	13832	Suppressed
	"Franklin County, MO"	"29071"	"2019"	"2019"	Suppressed	14395	Suppressed
	"Franklin County, MO"	"29071"	"2020 "	"2020"	Suppressed	14856	Suppressed
	"Gasconade County, MO"	"29073"	"2018"	"2018"	Suppressed	2410	Suppressed
	"Gasconade County, MO"	"29073"	"2019"	"2019"	Suppressed	2459	Suppressed
	"Gasconade County, MO"	"29073"	"2020 "	"2020"	Suppressed	2524	Suppressed
	"Gentry County, MO"	"29075"	"2018"	"2018"	Suppressed	885	Suppressed
	"Gentry County, MO"	"29075"	"2019"	"2019"	Suppressed	885	Suppressed
	"Gentry County, MO"	"29075"	"2020 "	"2020"	Suppressed	899	Suppressed
	"Greene County, MO"	"29077"	"2018"	"2018"	15	35391	Unreliable
	"Greene County, MO"	"29077"	"2019"	"2019"	13	36301	Unreliable
	"Greene County, MO"	"29077"	"2020 "	"2020"	21	37554	55.9
	"Grundy County, MO"	"29079"	"2018"	"2018"	Suppressed	1501	Suppressed
	"Grundy County, MO"	"29079"	"2019"	"2019"	Suppressed	1519	Suppressed
	"Grundy County, MO"	"29079"	"2020 "	"2020"	Suppressed	1457	Suppressed
	"Harrison County, MO"	"29081"	"2018"	"2018"	Suppressed	1308	Suppressed
	"Harrison County, MO"	"29081"	"2019"	"2019"	Suppressed	1330	Suppressed
	"Harrison County, MO"	"29081"	"2020 "	"2020"	Suppressed	1348	Suppressed
	"Henry County, MO"	"29083"	"2018"	"2018"	Suppressed	3599	Suppressed
	"Henry County, MO"	"29083"	"2019"	"2019"	Suppressed	3660	Suppressed
	"Henry County, MO"	"29083"	"2020 "	"2020"	Suppressed	3827	Suppressed
	"Hickory County, MO"	"29085"	"2018"	"2018"	Suppressed	2441	Suppressed
	"Hickory County, MO"	"29085"	"2019"	"2019"	Suppressed	2498	Suppressed
	"Hickory County, MO"	"29085"	"2020 "	"2020"	Suppressed	2469	Suppressed
	"Holt County, MO"	"29087"	"2018"	"2018"	Suppressed	765	Suppressed
	"Holt County, MO"	"29087"	"2019"	"2019"	Suppressed	795	Suppressed
	"Holt County, MO"	"29087"	"2020 "	"2020"	Suppressed	788	Suppressed
	"Howard County, MO"	"29089"	"2018"	"2018"	Suppressed	1433	Suppressed
	"Howard County, MO"	"29089"	"2019"	"2019"	Suppressed	1452	Suppressed
	"Howard County, MO"	"29089"	"2020 "	"2020"	Suppressed	1519	Suppressed
	"Howell County, MO"	"29091"	"2018"	"2018"	Suppressed	5939	Suppressed
	"Howell County, MO"	"29091"	"2019"	"2019"	Suppressed	6031	Suppressed
	"Howell County, MO"	"29091"	"2020 "	"2020"	Suppressed	6097	Suppressed
	"Iron County, MO"	"29093"	"2018"	"2018"	Suppressed	1635	Suppressed
	"Iron County, MO"	"29093"	"2019"	"2019"	Suppressed	1661	Suppressed
	"Iron County, MO"	"29093"	"2020 "	"2020"	Suppressed	1695	Suppressed
	"Jackson County, MO"	"29095"	"2018"	"2018"	31	78742	39.4
	"Jackson County, MO"	"29095"	"2019"	"2019"	33	81796	40.3
	"Jackson County, MO"	"29095"	"2020 "	"2020"	30	84562	35.5
	"Jasper County, MO"	"29097"	"2018"	"2018"	10	14118	Unreliable
	"Jasper County, MO"	"29097"	"2019"	"2019"	Suppressed	14480	Suppressed
	"Jasper County, MO"	"29097"	"2020 "	"2020"	10	14847	Unreliable
	"Jefferson County, MO"	"29099"	"2018"	"2018"	14	27092	Unreliable
	"Jefferson County, MO"	"29099"	"2019"	"2019"	12	28220	Unreliable
	"Jefferson County, MO"	"29099"	"2020 "	"2020"	14	29482	Unreliable
	"Johnson County, MO"	"29101"	"2018"	"2018"	Suppressed	5159	Suppressed
	"Johnson County, MO"	"29101"	"2019"	"2019"	Suppressed	5294	Suppressed
	"Johnson County, MO"	"29101"	"2020 "	"2020"	Suppressed	5442	Suppressed
	"Knox County, MO"	"29103"	"2018"	"2018"	Suppressed	644	Suppressed
	"Knox County, MO"	"29103"	"2019"	"2019"	Suppressed	640	Suppressed
	"Knox County, MO"	"29103"	"2020 "	"2020"	Suppressed	646	Suppressed
	"Laclede County, MO"	"29105"	"2018"	"2018"	Suppressed	4857	Suppressed
	"Laclede County, MO"	"29105"	"2019"	"2019"	Suppressed	4839	Suppressed
	"Laclede County, MO"	"29105"	"2020 "	"2020"	Suppressed	5108	Suppressed
	"Lafayette County, MO"	"29107"	"2018"	"2018"	Suppressed	4449	Suppressed
	"Lafayette County, MO"	"29107"	"2019"	"2019"	Suppressed	4508	Suppressed
	"Lafayette County, MO"	"29107"	"2020 "	"2020"	Suppressed	4632	Suppressed
	"Lawrence County, MO"	"29109"	"2018"	"2018"	Suppressed	5091	Suppressed
	"Lawrence County, MO"	"29109"	"2019"	"2019"	Suppressed	5146	Suppressed
	"Lawrence County, MO"	"29109"	"2020 "	"2020"	Suppressed	5158	Suppressed
	"Lewis County, MO"	"29111"	"2018"	"2018"	Suppressed	1321	Suppressed
	"Lewis County, MO"	"29111"	"2019"	"2019"	Suppressed	1346	Suppressed
	"Lewis County, MO"	"29111"	"2020 "	"2020"	Suppressed	1384	Suppressed
	"Lincoln County, MO"	"29113"	"2018"	"2018"	Suppressed	6107	Suppressed
	"Lincoln County, MO"	"29113"	"2019"	"2019"	Suppressed	6371	Suppressed
	"Lincoln County, MO"	"29113"	"2020 "	"2020"	Suppressed	6794	Suppressed
	"Linn County, MO"	"29115"	"2018"	"2018"	Suppressed	1870	Suppressed
	"Linn County, MO"	"29115"	"2019"	"2019"	Suppressed	1887	Suppressed
	"Linn County, MO"	"29115"	"2020 "	"2020"	Suppressed	1873	Suppressed
	"Livingston County, MO"	"29117"	"2018"	"2018"	Suppressed	2036	Suppressed
	"Livingston County, MO"	"29117"	"2019"	"2019"	Suppressed	2065	Suppressed
	"Livingston County, MO"	"29117"	"2020 "	"2020"	Suppressed	2100	Suppressed
	"McDonald County, MO"	"29119"	"2018"	"2018"	Suppressed	2796	Suppressed
	"McDonald County, MO"	"29119"	"2019"	"2019"	Suppressed	2808	Suppressed
	"McDonald County, MO"	"29119"	"2020 "	"2020"	Suppressed	2864	Suppressed
	"Macon County, MO"	"29121"	"2018"	"2018"	Suppressed	2524	Suppressed
	"Macon County, MO"	"29121"	"2019"	"2019"	Suppressed	2538	Suppressed
	"Macon County, MO"	"29121"	"2020 "	"2020"	Suppressed	2544	Suppressed
	"Madison County, MO"	"29123"	"2018"	"2018"	Suppressed	1747	Suppressed
	"Madison County, MO"	"29123"	"2019"	"2019"	Suppressed	1791	Suppressed
	"Madison County, MO"	"29123"	"2020 "	"2020"	Suppressed	1827	Suppressed
	"Maries County, MO"	"29125"	"2018"	"2018"	Suppressed	1424	Suppressed
	"Maries County, MO"	"29125"	"2019"	"2019"	Suppressed	1437	Suppressed
	"Maries County, MO"	"29125"	"2020 "	"2020"	Suppressed	1471	Suppressed
	"Marion County, MO"	"29127"	"2018"	"2018"	Suppressed	3754	Suppressed
	"Marion County, MO"	"29127"	"2019"	"2019"	Suppressed	3836	Suppressed
	"Marion County, MO"	"29127"	"2020 "	"2020"	Suppressed	3967	Suppressed
	"Mercer County, MO"	"29129"	"2018"	"2018"	Suppressed	553	Suppressed
	"Mercer County, MO"	"29129"	"2019"	"2019"	Suppressed	563	Suppressed
	"Mercer County, MO"	"29129"	"2020 "	"2020"	Suppressed	581	Suppressed
	"Miller County, MO"	"29131"	"2018"	"2018"	Suppressed	3734	Suppressed
	"Miller County, MO"	"29131"	"2019"	"2019"	Suppressed	3866	Suppressed
	"Miller County, MO"	"29131"	"2020 "	"2020"	Suppressed	3910	Suppressed
	"Mississippi County, MO"	"29133"	"2018"	"2018"	Suppressed	1824	Suppressed
	"Mississippi County, MO"	"29133"	"2019"	"2019"	Suppressed	1828	Suppressed
	"Mississippi County, MO"	"29133"	"2020 "	"2020"	Suppressed	1804	Suppressed
	"Moniteau County, MO"	"29135"	"2018"	"2018"	Suppressed	1882	Suppressed
	"Moniteau County, MO"	"29135"	"2019"	"2019"	Suppressed	1923	Suppressed
	"Moniteau County, MO"	"29135"	"2020 "	"2020"	Suppressed	1946	Suppressed
	"Monroe County, MO"	"29137"	"2018"	"2018"	Suppressed	1506	Suppressed
	"Monroe County, MO"	"29137"	"2019"	"2019"	Suppressed	1555	Suppressed
	"Monroe County, MO"	"29137"	"2020 "	"2020"	Suppressed	1573	Suppressed
	"Montgomery County, MO"	"29139"	"2018"	"2018"	Suppressed	1754	Suppressed
	"Montgomery County, MO"	"29139"	"2019"	"2019"	Suppressed	1788	Suppressed
	"Montgomery County, MO"	"29139"	"2020 "	"2020"	Suppressed	1750	Suppressed
	"Morgan County, MO"	"29141"	"2018"	"2018"	Suppressed	3701	Suppressed
	"Morgan County, MO"	"29141"	"2019"	"2019"	Suppressed	3715	Suppressed
	"Morgan County, MO"	"29141"	"2020 "	"2020"	Suppressed	3851	Suppressed
	"New Madrid County, MO"	"29143"	"2018"	"2018"	Suppressed	2507	Suppressed
	"New Madrid County, MO"	"29143"	"2019"	"2019"	Suppressed	2518	Suppressed
	"New Madrid County, MO"	"29143"	"2020 "	"2020"	Suppressed	2529	Suppressed
	"Newton County, MO"	"29145"	"2018"	"2018"	Suppressed	8091	Suppressed
	"Newton County, MO"	"29145"	"2019"	"2019"	Suppressed	8284	Suppressed
	"Newton County, MO"	"29145"	"2020 "	"2020"	Suppressed	8535	Suppressed
	"Nodaway County, MO"	"29147"	"2018"	"2018"	Suppressed	2387	Suppressed
	"Nodaway County, MO"	"29147"	"2019"	"2019"	Suppressed	2434	Suppressed
	"Nodaway County, MO"	"29147"	"2020 "	"2020"	Suppressed	2492	Suppressed
	"Oregon County, MO"	"29149"	"2018"	"2018"	Suppressed	1876	Suppressed
	"Oregon County, MO"	"29149"	"2019"	"2019"	Suppressed	1873	Suppressed
	"Oregon County, MO"	"29149"	"2020 "	"2020"	Suppressed	1832	Suppressed
	"Osage County, MO"	"29151"	"2018"	"2018"	Suppressed	1762	Suppressed
	"Osage County, MO"	"29151"	"2019"	"2019"	Suppressed	1784	Suppressed
	"Osage County, MO"	"29151"	"2020 "	"2020"	Suppressed	1832	Suppressed
	"Ozark County, MO"	"29153"	"2018"	"2018"	Suppressed	1999	Suppressed
	"Ozark County, MO"	"29153"	"2019"	"2019"	Suppressed	2042	Suppressed
	"Ozark County, MO"	"29153"	"2020 "	"2020"	Suppressed	2082	Suppressed
	"Pemiscot County, MO"	"29155"	"2018"	"2018"	Suppressed	2099	Suppressed
	"Pemiscot County, MO"	"29155"	"2019"	"2019"	Suppressed	2106	Suppressed
	"Pemiscot County, MO"	"29155"	"2020 "	"2020"	Suppressed	2143	Suppressed
	"Perry County, MO"	"29157"	"2018"	"2018"	Suppressed	2572	Suppressed
	"Perry County, MO"	"29157"	"2019"	"2019"	Suppressed	2729	Suppressed
	"Perry County, MO"	"29157"	"2020 "	"2020"	Suppressed	2777	Suppressed
	"Pettis County, MO"	"29159"	"2018"	"2018"	Suppressed	5130	Suppressed
	"Pettis County, MO"	"29159"	"2019"	"2019"	Suppressed	5258	Suppressed
	"Pettis County, MO"	"29159"	"2020 "	"2020"	Suppressed	5466	Suppressed
	"Phelps County, MO"	"29161"	"2018"	"2018"	Suppressed	5441	Suppressed
	"Phelps County, MO"	"29161"	"2019"	"2019"	Suppressed	5570	Suppressed
	"Phelps County, MO"	"29161"	"2020 "	"2020"	Suppressed	5689	Suppressed
	"Pike County, MO"	"29163"	"2018"	"2018"	Suppressed	2423	Suppressed
	"Pike County, MO"	"29163"	"2019"	"2019"	Suppressed	2463	Suppressed
	"Pike County, MO"	"29163"	"2020 "	"2020"	Suppressed	2516	Suppressed
	"Platte County, MO"	"29165"	"2018"	"2018"	Suppressed	11767	Suppressed
	"Platte County, MO"	"29165"	"2019"	"2019"	Suppressed	12350	Suppressed
	"Platte County, MO"	"29165"	"2020 "	"2020"	Suppressed	13076	Suppressed
	"Polk County, MO"	"29167"	"2018"	"2018"	Suppressed	4347	Suppressed
	"Polk County, MO"	"29167"	"2019"	"2019"	Suppressed	4415	Suppressed
	"Polk County, MO"	"29167"	"2020 "	"2020"	Suppressed	4389	Suppressed
	"Pulaski County, MO"	"29169"	"2018"	"2018"	Suppressed	3584	Suppressed
	"Pulaski County, MO"	"29169"	"2019"	"2019"	Suppressed	3692	Suppressed
	"Pulaski County, MO"	"29169"	"2020 "	"2020"	Suppressed	3858	Suppressed
	"Putnam County, MO"	"29171"	"2018"	"2018"	Suppressed	847	Suppressed
	"Putnam County, MO"	"29171"	"2019"	"2019"	Suppressed	844	Suppressed
	"Putnam County, MO"	"29171"	"2020 "	"2020"	Suppressed	860	Suppressed
	"Ralls County, MO"	"29173"	"2018"	"2018"	Suppressed	1787	Suppressed
	"Ralls County, MO"	"29173"	"2019"	"2019"	Suppressed	1841	Suppressed
	"Ralls County, MO"	"29173"	"2020 "	"2020"	Suppressed	1855	Suppressed
	"Randolph County, MO"	"29175"	"2018"	"2018"	Suppressed	3112	Suppressed
	"Randolph County, MO"	"29175"	"2019"	"2019"	Suppressed	3173	Suppressed
	"Randolph County, MO"	"29175"	"2020 "	"2020"	Suppressed	3144	Suppressed
	"Ray County, MO"	"29177"	"2018"	"2018"	Suppressed	3262	Suppressed
	"Ray County, MO"	"29177"	"2019"	"2019"	Suppressed	3310	Suppressed
	"Ray County, MO"	"29177"	"2020 "	"2020"	Suppressed	3362	Suppressed
	"Reynolds County, MO"	"29179"	"2018"	"2018"	Suppressed	1052	Suppressed
	"Reynolds County, MO"	"29179"	"2019"	"2019"	Suppressed	1080	Suppressed
	"Reynolds County, MO"	"29179"	"2020 "	"2020"	Suppressed	1092	Suppressed
	"Ripley County, MO"	"29181"	"2018"	"2018"	Suppressed	2076	Suppressed
	"Ripley County, MO"	"29181"	"2019"	"2019"	Suppressed	2090	Suppressed
	"Ripley County, MO"	"29181"	"2020 "	"2020"	Suppressed	2064	Suppressed
	"St. Charles County, MO"	"29183"	"2018"	"2018"	18	46458	Unreliable
	"St. Charles County, MO"	"29183"	"2019"	"2019"	13	48655	Unreliable
	"St. Charles County, MO"	"29183"	"2020 "	"2020"	21	50778	41.4
	"St. Clair County, MO"	"29185"	"2018"	"2018"	Suppressed	1847	Suppressed
	"St. Clair County, MO"	"29185"	"2019"	"2019"	Suppressed	1866	Suppressed
	"St. Clair County, MO"	"29185"	"2020 "	"2020"	Suppressed	1887	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2018"	"2018"	Suppressed	2607	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2019"	"2019"	Suppressed	2695	Suppressed
	"Ste. Genevieve County, MO"	"29186"	"2020 "	"2020"	Suppressed	2863	Suppressed
	"St. Francois County, MO"	"29187"	"2018"	"2018"	Suppressed	8294	Suppressed
	"St. Francois County, MO"	"29187"	"2019"	"2019"	Suppressed	8458	Suppressed
	"St. Francois County, MO"	"29187"	"2020 "	"2020"	Suppressed	8677	Suppressed
	"St. Louis County, MO"	"29189"	"2018"	"2018"	49	131616	37.2
	"St. Louis County, MO"	"29189"	"2019"	"2019"	35	135628	25.8
	"St. Louis County, MO"	"29189"	"2020 "	"2020"	51	139676	36.5
	"Saline County, MO"	"29195"	"2018"	"2018"	Suppressed	3051	Suppressed
	"Saline County, MO"	"29195"	"2019"	"2019"	Suppressed	3114	Suppressed
	"Saline County, MO"	"29195"	"2020 "	"2020"	Suppressed	3148	Suppressed
	"Schuyler County, MO"	"29197"	"2018"	"2018"	Suppressed	659	Suppressed
	"Schuyler County, MO"	"29197"	"2019"	"2019"	Suppressed	658	Suppressed
	"Schuyler County, MO"	"29197"	"2020 "	"2020"	Suppressed	642	Suppressed
	"Scotland County, MO"	"29199"	"2018"	"2018"	Suppressed	633	Suppressed
	"Scotland County, MO"	"29199"	"2019"	"2019"	Suppressed	634	Suppressed
	"Scotland County, MO"	"29199"	"2020 "	"2020"	Suppressed	674	Suppressed
	"Scott County, MO"	"29201"	"2018"	"2018"	Suppressed	5268	Suppressed
	"Scott County, MO"	"29201"	"2019"	"2019"	Suppressed	5355	Suppressed
	"Scott County, MO"	"29201"	"2020 "	"2020"	Suppressed	5547	Suppressed
	"Shannon County, MO"	"29203"	"2018"	"2018"	Suppressed	1395	Suppressed
	"Shannon County, MO"	"29203"	"2019"	"2019"	Suppressed	1418	Suppressed
